x,y
5.790000000000000000e+02,8.620000000000000000e+02
5.800000000000000000e+02,8.590000000000000000e+02
5.810000000000000000e+02,8.540000000000000000e+02
5.820000000000000000e+02,8.530000000000000000e+02
5.830000000000000000e+02,8.490000000000000000e+02
5.840000000000000000e+02,8.450000000000000000e+02
5.850000000000000000e+02,8.430000000000000000e+02
5.860000000000000000e+02,8.420000000000000000e+02
5.870000000000000000e+02,8.420000000000000000e+02
5.880000000000000000e+02,8.410000000000000000e+02
5.890000000000000000e+02,8.410000000000000000e+02
5.900000000000000000e+02,8.400000000000000000e+02
